DTXSID,PREFERRED_NAME,CASRN,INCHIKEY,IUPAC_NAME,SMILES,INCHI_STRING,MOLECULAR_FORMULA,AVERAGE_MASS,MONOISOTOPIC_MASS,DATA_SOURCES,NUMBER_OF_PUBMED_ARTICLES,PUBCHEM_DATA_SOURCES,CPDAT_COUNT
DTXSID0048686,Hydrocortisone acetate,50-03-3,ALEXXDVDDISNDU-KPYZGQEZSA-N,"(8xi,9xi,11beta,14xi)-11,17-Dihydroxy-3,20-dioxopregn-4-en-21-yl acetate",CC(=O)OCC(=O)[C@@]1(O)CCC2C3CCC4=CC(=O)CC[C@]4(C)C3[C@@H](O)C[C@]12C,"InChI=1S/C23H32O6/c1-13(24)29-12-19(27)23(28)9-7-17-16-5-4-14-10-15(25)6-8-21(14,2)20(16)18(26)11-22(17,23)3/h10,16-18,20,26,28H,4-9,11-12H2,1-3H3/t16?,17?,18-,20?,21-,22-,23-/m0/s1",C23H32O6,404.503,404.2198888,30,501,41,6
DTXSID0048688,2-[(4-Chloro-3-methylphenyl)amino]benzoic acid,898128-45-5,QDNMBJXNLJFNHT-UHFFFAOYSA-N,2-(4-Chloro-3-methylanilino)benzoic acid,CC1=CC(NC2=C(C=CC=C2)C(O)=O)=CC=C1Cl,"InChI=1S/C14H12ClNO2/c1-9-8-10(6-7-12(9)15)16-13-5-3-2-4-11(13)14(17)18/h2-8,16H,1H3,(H,17,18)",C14H12ClNO2,261.71,261.0556563,10,-,38,-
DTXSID0048711,N-Acetylgalactosamine,1811-31-0,MBLBDJOUHNCFQT-DKXJUACHSA-N,2-Acetamido-2-deoxy-L-talose,CC(=O)N[C@@H](C=O)[C@H](O)[C@H](O)[C@@H](O)CO,"InChI=1S/C8H15NO6/c1-4(12)9-5(2-10)7(14)8(15)6(13)3-11/h2,5-8,11,13-15H,3H2,1H3,(H,9,12)/t5-,6-,7-,8+/m0/s1",C8H15NO6,221.209,221.0899372,16,1469,5,2
DTXSID0048713,Triamcinolone diacetate,67-78-7,XGMPVBXKDAHORN-RBWIMXSLSA-N,"(11beta,16alpha)-9-Fluoro-11,17-dihydroxy-3,20-dioxopregna-1,4-diene-16,21-diyl diacetate",CC(=O)OCC(=O)[C@@]1(O)[C@@H](C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C)OC(C)=O,"InChI=1S/C25H31FO8/c1-13(27)33-12-20(31)25(32)21(34-14(2)28)10-18-17-6-5-15-9-16(29)7-8-22(15,3)24(17,26)19(30)11-23(18,25)4/h7-9,17-19,21,30,32H,5-6,10-12H2,1-4H3/t17-,18-,19-,21+,22-,23-,24-,25+/m0/s1",C25H31FO8,478.513,478.2002961,25,70,48,5
DTXSID0048715,Picodralazine,17692-43-2,KCASCYQNVLPVDP-UHFFFAOYSA-N,1-Hydrazinyl-4-[(pyridin-4-yl)methyl]phthalazine,NNC1=NN=C(CC2=CC=NC=C2)C2=CC=CC=C12,"InChI=1S/C14H13N5/c15-17-14-12-4-2-1-3-11(12)13(18-19-14)9-10-5-7-16-8-6-10/h1-8H,9,15H2,(H,17,19)",C14H13N5,251.293,251.1170954,16,-,33,2
DTXSID0048717,Ioxilan,107793-72-6,UUMLTINZBQPNGF-UHFFFAOYSA-N,"5-[Acetyl(2,3-dihydroxypropyl)amino]-N~1~-(2,3-dihydroxypropyl)-N~3~-(2-hydroxyethyl)-2,4,6-triiodobenzene-1,3-dicarboxamide",CC(=O)N(CC(O)CO)C1=C(I)C(C(=O)NCCO)=C(I)C(C(=O)NCC(O)CO)=C1I,"InChI=1/C18H24I3N3O8/c1-8(28)24(5-10(30)7-27)16-14(20)11(17(31)22-2-3-25)13(19)12(15(16)21)18(32)23-4-9(29)6-26/h9-10,25-27,29-30H,2-7H2,1H3,(H,22,31)(H,23,32)",C18H24I3N3O8,791.116,790.86975,23,47,49,2
DTXSID0048719,Fluprednidene acetate,1255-35-2,DEFOZIFYUBUHHU-CODDRGOBSA-N,"(8xi,11beta,14xi)-9-Fluoro-11,17-dihydroxy-16-methylidene-3,20-dioxopregna-1,4-dien-21-yl acetate",CC(=O)OCC(=O)[C@@]1(O)C(=C)CC2C3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C,"InChI=1S/C24H29FO6/c1-13-9-18-17-6-5-15-10-16(27)7-8-21(15,3)23(17,25)19(28)11-22(18,4)24(13,30)20(29)12-31-14(2)26/h7-8,10,17-19,28,30H,1,5-6,9,11-12H2,2-4H3/t17?,18?,19-,21-,22-,23-,24-/m0/s1",C24H29FO6,432.488,432.1948168,17,7,4,-
DTXSID0048761,Gusperimus trihydrochloride,85468-01-5,AXSPHUWXYSZPBG-UHFFFAOYSA-N,N-[2-({4-[(3-Aminopropyl)amino]butyl}amino)-1-hydroxy-2-oxoethyl]-7-carbamimidamidoheptanamide--hydrogen chloride (1/3),Cl.Cl.Cl.NCCCNCCCCNC(=O)C(O)NC(=O)CCCCCCNC(N)=N,"InChI=1/C17H37N7O3.3ClH/c18-9-7-11-21-10-5-6-12-22-15(26)16(27)24-14(25)8-3-1-2-4-13-23-17(19)20;;;/h16,21,27H,1-13,18H2,(H,22,26)(H,24,25)(H4,19,20,23);3*1H",C17H40Cl3N7O3,496.9,495.2258213,15,604,20,-
DTXSID0048763,Ubistatin A,759437-26-8,NNHYHQPZMITHQP-AATRIKPKSA-N,"7,7'-{(E)-Ethene-1,2-diylbis[(3-sulfo-4,1-phenylene)carbamoyl]}bis(8-hydroxyquinoline-5-sulfonic acid)",OC1=C2N=CC=CC2=C(C=C1C(=O)NC1=CC=C(\C=C\C2=CC=C(NC(=O)C3=C(O)C4=NC=CC=C4C(=C3)S(O)(=O)=O)C=C2S(O)(=O)=O)C(=C1)S(O)(=O)=O)S(O)(=O)=O,"InChI=1S/C34H24N4O16S4/c39-31-23(15-27(57(49,50)51)21-3-1-11-35-29(21)31)33(41)37-19-9-7-17(25(13-19)55(43,44)45)5-6-18-8-10-20(14-26(18)56(46,47)48)38-34(42)24-16-28(58(52,53)54)22-4-2-12-36-30(22)32(24)40/h1-16,39-40H,(H,37,41)(H,38,42)(H,43,44,45)(H,46,47,48)(H,49,50,51)(H,52,53,54)/b6-5+",C34H24N4O16S4,872.82,872.0070154,13,-,17,-
DTXSID0048765,Flugestone,337-03-1,OFSXGKOMEGSTSE-YTAPOSPOSA-N,"(9xi,11beta)-9-Fluoro-11,17-dihydroxypregn-4-ene-3,20-dione",CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)C3(F)[C@@H](O)C[C@]12C,"InChI=1S/C21H29FO4/c1-12(23)20(26)9-7-15-16-5-4-13-10-14(24)6-8-18(13,2)21(16,22)17(25)11-19(15,20)3/h10,15-17,25-26H,4-9,11H2,1-3H3/t15-,16-,17-,18-,19-,20-,21?/m0/s1",C21H29FO4,364.457,364.2049876,15,109,7,2
DTXSID0048767,Phentoloxamine PAS,NOCAS_48767,JRVBTXQCSKBPEV-UHFFFAOYSA-N,"4-Amino-2-hydroxybenzoic acid--2-(2-benzylphenoxy)-N,N-dimethylethan-1-amine (1/1)",NC1=CC=C(C(O)=O)C(O)=C1.CN(C)CCOC1=CC=CC=C1CC1=CC=CC=C1,"InChI=1S/C17H21NO.C7H7NO3/c1-18(2)12-13-19-17-11-7-6-10-16(17)14-15-8-4-3-5-9-15;8-4-1-2-5(7(10)11)6(9)3-4/h3-11H,12-14H2,1-2H3;1-3,9H,8H2,(H,10,11)",C24H28N2O4,408.498,408.2049074,6,-,11,-
DTXSID0048769,Phenacaine hydrochloride,620-99-5,RRRKUSYYBYVFMC-UHFFFAOYSA-N,"(1E)-N,N'-Bis(4-ethoxyphenyl)ethanimidamide--hydrogen chloride (1/1)",Cl.CCOC1=CC=C(N\C(C)=N\C2=CC=C(OCC)C=C2)C=C1,"InChI=1S/C18H22N2O2.ClH/c1-4-21-17-10-6-15(7-11-17)19-14(3)20-16-8-12-18(13-9-16)22-5-2;/h6-13H,4-5H2,1-3H3,(H,19,20);1H",C18H23ClN2O2,334.84,334.1448057,13,-,19,-
DTXSID0048840,Safrazine hydrochloride,7296-30-2,UOZNXVYMTZITGP-UHFFFAOYSA-N,"[4-(2H-1,3-Benzodioxol-5-yl)butan-2-yl]hydrazine--hydrogen chloride (1/1)",Cl.CC(CCC1=CC=C2OCOC2=C1)NN,"InChI=1/C11H16N2O2.ClH/c1-8(13-12)2-3-9-4-5-10-11(6-9)15-7-14-10;/h4-6,8,13H,2-3,7,12H2,1H3;1H",C11H17ClN2O2,244.72,244.0978555,14,9,13,-
DTXSID0048842,Proglumetacin,57132-53-3,PTXGHCGBYMQQIG-UHFFFAOYSA-N,"3-{4-[2-({[1-(4-Chlorobenzoyl)-5-methoxy-2-methyl-1H-indol-3-yl]acetyl}oxy)ethyl]piperazin-1-yl}propyl N~2~-benzoyl-N,N-dipropyl-alpha-glutaminate",CCCN(CCC)C(=O)C(CCC(=O)OCCCN1CCN(CCOC(=O)CC2=C(C)N(C(=O)C3=CC=C(Cl)C=C3)C3=C2C=C(OC)C=C3)CC1)NC(=O)C1=CC=CC=C1,"InChI=1/C46H58ClN5O8/c1-5-21-51(22-6-2)46(57)40(48-44(55)34-11-8-7-9-12-34)18-20-42(53)59-29-10-23-49-24-26-50(27-25-49)28-30-60-43(54)32-38-33(3)52(41-19-17-37(58-4)31-39(38)41)45(56)35-13-15-36(47)16-14-35/h7-9,11-17,19,31,40H,5-6,10,18,20-30,32H2,1-4H3,(H,48,55)",C46H58ClN5O8,844.45,843.3973915,22,54,33,2
DTXSID0048844,Mefruside,7195-27-9,SMNOERSLNYGGOU-UHFFFAOYSA-N,"4-Chloro-N~1~-methyl-N~1~-[(2-methyloxolan-2-yl)methyl]benzene-1,3-disulfonamide",CN(CC1(C)CCCO1)S(=O)(=O)C1=CC=C(Cl)C(=C1)S(N)(=O)=O,"InChI=1/C13H19ClN2O5S2/c1-13(6-3-7-21-13)9-16(2)23(19,20)10-4-5-11(14)12(8-10)22(15,17)18/h4-5,8H,3,6-7,9H2,1-2H3,(H2,15,17,18)",C13H19ClN2O5S2,382.87,382.0423918,31,57,30,2
DTXSID0048846,Mosapramine,89419-40-9,PXUIZULXJVRBPC-UHFFFAOYSA-N,"1'-[3-(3-Chloro-10,11-dihydro-5H-dibenzo[b,f]azepin-5-yl)propyl]hexahydro-2H-spiro[imidazo[1,2-a]pyridine-3,4'-piperidin]-2-one",ClC1=CC2=C(CCC3=C(C=CC=C3)N2CCCN2CCC3(CC2)N2CCCCC2NC3=O)C=C1,"InChI=1/C28H35ClN4O/c29-23-12-11-22-10-9-21-6-1-2-7-24(21)32(25(22)20-23)16-5-15-31-18-13-28(14-19-31)27(34)30-26-8-3-4-17-33(26)28/h1-2,6-7,11-12,20,26H,3-5,8-10,13-19H2,(H,30,34)",C28H35ClN4O,479.07,478.2499395,19,13,36,2
DTXSID0048848,Aceglatone,642-83-1,ZOZKYEHVNDEUCO-XUTVFYLZSA-N,-,CC(=O)O[C@H]1[C@@H]2OC(=O)[C@H](OC(C)=O)[C@@H]2OC1=O,"InChI=1S/C10H10O8/c1-3(11)15-7-5-6(18-9(7)13)8(10(14)17-5)16-4(2)12/h5-8H,1-2H3/t5-,6-,7-,8+/m1/s1",C10H10O8,258.182,258.0375673,18,7,10,2
DTXSID0048890,"1-(7-Methoxy-1,3-benzodioxol-5-yl)propan-2-amine hydrochloride",60676-84-8,HULCPMREEFWFRE-UHFFFAOYSA-N,"1-(7-Methoxy-2H-1,3-benzodioxol-5-yl)propan-2-amine--hydrogen chloride (1/1)",Cl.COC1=CC(CC(C)N)=CC2=C1OCO2,"InChI=1/C11H15NO3.ClH/c1-7(12)3-8-4-9(13-2)11-10(5-8)14-6-15-11;/h4-5,7H,3,6,12H2,1-2H3;1H",C11H16ClNO3,245.7,245.0818711,18,5,10,-
DTXSID0048892,"1-(1,3-Benzodioxol-5-yl)-N-ethylpropan-2-amine hydrochloride",74341-78-9,IBDIPBWIXJRJQM-UHFFFAOYSA-N,"1-(2H-1,3-Benzodioxol-5-yl)-N-ethylpropan-2-amine--hydrogen chloride (1/1)",Cl.CCNC(C)CC1=CC=C2OCOC2=C1,"InChI=1/C12H17NO2.ClH/c1-3-13-9(2)6-10-4-5-11-12(7-10)15-8-14-11;/h4-5,7,9,13H,3,6,8H2,1-2H3;1H",C12H18ClNO2,243.73,243.1026065,14,152,20,-
DTXSID0048894,Bufotenine,487-93-4,VTTONGPRPXSUTJ-UHFFFAOYSA-N,3-[2-(Dimethylamino)ethyl]-1H-indol-5-ol,CN(C)CCC1=CNC2=C1C=C(O)C=C2,"InChI=1S/C12H16N2O/c1-14(2)6-5-9-8-13-12-4-3-10(15)7-11(9)12/h3-4,7-8,13,15H,5-6H2,1-2H3",C12H16N2O,204.273,204.1262631,35,155,55,5
DTXSID0048896,"N,N-Dimethyltryptamine fumarate",68677-26-9,OHMVTPSXVQQKPA-WLHGVMLRSA-N,"(2E)-But-2-enedioic acid--2-(1H-indol-3-yl)-N,N-dimethylethan-1-amine (1/1)",OC(=O)\C=C\C(O)=O.CN(C)CCC1=CNC2=CC=CC=C12,"InChI=1S/C12H16N2.C4H4O4/c1-14(2)8-7-10-9-13-12-6-4-3-5-11(10)12;5-3(6)1-2-4(7)8/h3-6,9,13H,7-8H2,1-2H3;1-2H,(H,5,6)(H,7,8)/b;2-1+",C16H20N2O4,304.346,304.1423071,13,-,6,-
DTXSID0048898,Psilocybin,520-52-5,QVDSEJDULKLHCG-UHFFFAOYSA-N,3-[2-(Dimethylamino)ethyl]-1H-indol-4-yl dihydrogen phosphate,CN(C)CCC1=CNC2=C1C(OP(O)(O)=O)=CC=C2,"InChI=1S/C12H17N2O4P/c1-14(2)7-6-9-8-13-10-4-3-5-11(12(9)10)18-19(15,16)17/h3-5,8,13H,6-7H2,1-2H3,(H2,15,16,17)",C12H17N2O4P,284.252,284.092594,33,599,39,6
DTXSID0048921,1-Methyl-4-phenyl-4-propionoxypiperidine hydrochloride,4968-48-3,WQANBUZBKNCRKH-UHFFFAOYSA-N,1-Methyl-4-phenylpiperidin-4-yl propanoate--hydrogen chloride (1/1),Cl.CCC(=O)OC1(CCN(C)CC1)C1=CC=CC=C1,"InChI=1S/C15H21NO2.ClH/c1-3-14(17)18-15(9-11-16(2)12-10-15)13-7-5-4-6-8-13;/h4-8H,3,9-12H2,1-2H3;1H",C15H22ClNO2,283.8,283.1339067,13,21,13,-
DTXSID0048923,(+)-Pentazocine succinate,124819-26-7,KFPNZIZLGZZGHO-NMVCJIEOSA-N,"Butanedioic acid--(2S,6S,11S)-6,11-dimethyl-3-(3-methylbut-2-en-1-yl)-1,2,3,4,5,6-hexahydro-2,6-methano-3-benzazocin-8-ol (1/1)",OC(=O)CCC(O)=O.C[C@@H]1[C@@H]2CC3=C(C=C(O)C=C3)[C@@]1(C)CCN2CC=C(C)C,"InChI=1S/C19H27NO.C4H6O4/c1-13(2)7-9-20-10-8-19(4)14(3)18(20)11-15-5-6-16(21)12-17(15)19;5-3(6)1-2-4(7)8/h5-7,12,14,18,21H,8-11H2,1-4H3;1-2H2,(H,5,6)(H,7,8)/t14-,18+,19+;/m1./s1",C23H33NO5,403.519,403.2358732,13,-,6,-
DTXSID0048925,(+)-Phenazocine hydrobromide,63903-74-2,MNMGNPZLUMHSKK-UTUAMNFXSA-N,"(2S,6S,11S)-6,11-Dimethyl-3-(2-phenylethyl)-1,2,3,4,5,6-hexahydro-2,6-methano-3-benzazocin-8-ol--hydrogen bromide (1/1)",Br.C[C@@H]1[C@@H]2CC3=C(C=C(O)C=C3)[C@@]1(C)CCN2CCC1=CC=CC=C1,"InChI=1S/C22H27NO.BrH/c1-16-21-14-18-8-9-19(24)15-20(18)22(16,2)11-13-23(21)12-10-17-6-4-3-5-7-17;/h3-9,15-16,21,24H,10-14H2,1-2H3;1H/t16-,21+,22+;/m1./s1",C22H28BrNO,402.376,401.135428,13,-,13,-
DTXSID0048927,Alfentanil hydrochloride,69049-06-5,AQORHZJDCHLLJN-UHFFFAOYSA-N,"N-{1-[2-(4-Ethyl-5-oxo-4,5-dihydro-1H-tetrazol-1-yl)ethyl]-4-(methoxymethyl)piperidin-4-yl}-N-phenylpropanamide--hydrogen chloride (1/1)",Cl.CCN1N=NN(CCN2CCC(COC)(CC2)N(C(=O)CC)C2=CC=CC=C2)C1=O,"InChI=1S/C21H32N6O3.ClH/c1-4-19(28)27(18-9-7-6-8-10-18)21(17-30-3)11-13-24(14-12-21)15-16-26-20(29)25(5-2)22-23-26;/h6-10H,4-5,11-17H2,1-3H3;1H",C21H33ClN6O3,452.98,452.2302666,17,1614,25,1
DTXSID0048929,N-(4-Fluorophenyl)-N-[1-(2-phenylethyl)-4-piperidyl] propanamide,90736-23-5,KXUBAVLIJFTASZ-UHFFFAOYSA-N,N-(4-Fluorophenyl)-N-[1-(2-phenylethyl)piperidin-4-yl]propanamide,CCC(=O)N(C1CCN(CCC2=CC=CC=C2)CC1)C1=CC=C(F)C=C1,"InChI=1S/C22H27FN2O/c1-2-22(26)25(20-10-8-19(23)9-11-20)21-13-16-24(17-14-21)15-12-18-6-4-3-5-7-18/h3-11,21H,2,12-17H2,1H3",C22H27FN2O,354.469,354.2107417,24,2,40,2
DTXSID0048971,Iguratimod,123663-49-0,ANMATWQYLIFGOK-UHFFFAOYSA-N,N-{7-[(Methanesulfonyl)amino]-4-oxo-6-phenoxy-4H-1-benzopyran-3-yl}formamide,CS(=O)(=O)NC1=CC2=C(C=C1OC1=CC=CC=C1)C(=O)C(NC=O)=CO2,"InChI=1S/C17H14N2O6S/c1-26(22,23)19-13-8-15-12(17(21)14(9-24-15)18-10-20)7-16(13)25-11-5-3-2-4-6-11/h2-10,19H,1H3,(H,18,20)",C17H14N2O6S,374.37,374.0572574,20,42,61,2
DTXSID0048973,Mestanolone,521-11-9,WYZDXEKUWRCKOB-YDSAWKJFSA-N,"(5alpha,17beta)-17-Hydroxy-17-methylandrostan-3-one",C[C@]1(O)CC[C@H]2[C@@H]3CC[C@H]4CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,"InChI=1S/C20H32O2/c1-18-9-6-14(21)12-13(18)4-5-15-16(18)7-10-19(2)17(15)8-11-20(19,3)22/h13,15-17,22H,4-12H2,1-3H3/t13-,15+,16-,17-,18-,19-,20-/m0/s1",C20H32O2,304.474,304.2402303,30,34,53,8
DTXSID0048975,Enalapril acid,76420-72-9,LZFZMUMEGBBDTC-QEJZJMRPSA-N,N-[(1R)-1-Carboxy-3-phenylpropyl]-L-alanyl-L-proline,C[C@H](N[C@@H](CCC1=CC=CC=C1)C(O)=O)C(=O)N1CCC[C@H]1C(O)=O,"InChI=1S/C18H24N2O5/c1-12(16(21)20-11-5-8-15(20)18(24)25)19-14(17(22)23)10-9-13-6-3-2-4-7-13/h2-4,6-7,12,14-15,19H,5,8-11H2,1H3,(H,22,23)(H,24,25)/t12-,14-,15-/m0/s1",C18H24N2O5,348.399,348.1685219,27,781,8,7
DTXSID0048977,Eprinomectin B1a,133305-88-1,ZKWQQXZUCOBISE-BTUYMBSXSA-N,"(2aE,4E,5'S,6S,6'R,7S,8E,11R,13S,15S,17aR,20R,20aR,20bS)-6'-(Butan-2-yl)-20,20b-dihydroxy-5',6,8,19-tetramethyl-17-oxo-5',6,6',10,11,14,15,17,17a,20,20a,20b-dodecahydro-2H,7H-spiro[11,15-methanofuro[4
,3,2-pq][2,6]benzodioxacyclooctadecine-13,2'-pyran]-7-yl 4-O-(4-acetamido-2,4,6-trideoxy-3-O-methyl-alpha-L-lyxo-hexopyranosyl)-2,6-dideoxy-3-O-methyl-alpha-L-arabino-hexopyranoside",CCC(C)[C@H]1O[C@@]2(C[C@@H]3C[C@@H](C\C=C(C)\[C@@H](O[C@H]4C[C@H](OC)[C@@H](O[C@H]5C[C@H](OC)[C@H](NC(C)=O)[C@H](C)O5)[C@H](C)O4)[C@@H](C)\C=C\C=C4/CO[C@@H]5[C@H](O)C(C)=C[C@@H](C(=O)O3)[C@]45O)O2)C=C[C@@H]1C,"InChI=1S/C50H75NO14/c1-12-26(2)45-29(5)18-19-49(65-45)24-36-21-35(64-49)17-16-28(4)44(27(3)14-13-15-34-25-58-47-43(53)30(6)20-37(48(54)61-36)50(34,47)55)62-41-23-39(57-11)46(32(8)60-41)63-40-22-38(56-10)42(31(7)59-40)51-33(9)52/h13-16,18-20,26-27,29,31-32,35-47,53,55H,12,17,21-25H2,1-11H3,(H,51,52)/b14-13+,28-16+,34-15+/t26?,27-,29-,31-,32-,35+,36-,37-,38-,39-,40-,41-,42+,43+,44-,45+,46-,47+,49+,50+/m0/s1",C50H75NO14,914.143,913.5187561,13,-,5,-
DTXSID0048979,Quinine hemisulfate salt monohydrate,207671-44-1,ZHNFLHYOFXQIOW-LPYZJUEESA-N,"Sulfuric acid--(8alpha,9R)-6'-methoxycinchonan-9-ol--water (1/2/2)",O.O.OS(O)(=O)=O.[H][C@]1(C[C@@H]2CC[N@]1C[C@@H]2C=C)[C@H](O)C1=CC=NC2=CC=C(OC)C=C12.[H][C@]1(C[C@@H]2CC[N@]1C[C@@H]2C=C)[C@H](O)C1=CC=NC2=CC=C(OC)C=C12,"InChI=1S/2C20H24N2O2.H2O4S.2H2O/c2*1-3-13-12-22-9-7-14(13)10-19(22)20(23)16-6-8-21-18-5-4-15(24-2)11-17(16)18;1-5(2,3)4;;/h2*3-6,8,11,13-14,19-20,23H,1,7,9-10,12H2,2H3;(H2,1,2,3,4);2*1H2/t2*13-,14-,19-,20+;;;/m00.../s1",C40H54N4O10S,782.95,782.3560651,11,-,29,-
DTXSID0049020,Poly-L-ornithine hydrochloride,26982-21-8,-,-,-,-,-,-,-,5,-,-,-
DTXSID0049022,Proparacaine hydrochloride,5875-06-9,BFUUJUGQJUTPAF-UHFFFAOYSA-N,2-(Diethylamino)ethyl 3-amino-4-propoxybenzoate--hydrogen chloride (1/1),Cl.CCCOC1=CC=C(C=C1N)C(=O)OCCN(CC)CC,"InChI=1S/C16H26N2O3.ClH/c1-4-10-20-15-8-7-13(12-14(15)17)16(19)21-11-9-18(5-2)6-3;/h7-8,12H,4-6,9-11,17H2,1-3H3;1H",C16H27ClN2O3,330.85,330.1710204,20,200,62,1
DTXSID0049024,1-(2-Ethylcrotonoyl)urea,5982-97-8,QCUPYFTWJOZAOB-UHFFFAOYSA-N,N-Carbamoyl-2-ethylbut-2-enamide,CCC(=CC)C(=O)NC(N)=O,"InChI=1S/C7H12N2O2/c1-3-5(4-2)6(10)9-7(8)11/h3H,4H2,1-2H3,(H3,8,9,10,11)",C7H12N2O2,156.185,156.0898776,20,15,16,-
DTXSID0049026,Chlorazanil,500-42-5,YRZQHIVOIFJEEE-UHFFFAOYSA-N,"N~2~-(4-Chlorophenyl)-1,3,5-triazine-2,4-diamine",NC1=NC=NC(NC2=CC=C(Cl)C=C2)=N1,"InChI=1S/C9H8ClN5/c10-6-1-3-7(4-2-6)14-9-13-5-12-8(11)15-9/h1-5H,(H3,11,12,13,14,15)",C9H8ClN5,221.65,221.046823,31,14,55,5
DTXSID0049028,Chlorphenesin,104-29-0,MXOAEAUPQDYUQM-UHFFFAOYSA-N,"3-(4-Chlorophenoxy)propane-1,2-diol",OCC(O)COC1=CC=C(Cl)C=C1,"InChI=1/C9H11ClO3/c10-7-1-3-9(4-2-7)13-6-8(12)5-11/h1-4,8,11-12H,5-6H2",C9H11ClO3,202.63,202.0396719,29,100,76,2817
DTXSID0049070,Sultopride hydrochloride,23694-17-9,IGOWMQPOGQYFFM-UHFFFAOYSA-N,5-(Ethanesulfonyl)-N-[(1-ethylpyrrolidin-2-yl)methyl]-2-methoxybenzamide--hydrogen chloride (1/1),Cl.CCN1CCCC1CNC(=O)C1=CC(=CC=C1OC)S(=O)(=O)CC,"InChI=1/C17H26N2O4S.ClH/c1-4-19-10-6-7-13(19)12-18-17(20)15-11-14(24(21,22)5-2)8-9-16(15)23-3;/h8-9,11,13H,4-7,10,12H2,1-3H3,(H,18,20);1H",C17H27ClN2O4S,390.92,390.1380062,14,615,32,-
DTXSID0049072,Varenicline tartrate,375815-87-5,TWYFGYXQSYOKLK-LREBCSMRSA-N,"(2R,3R)-2,3-Dihydroxybutanedioic acid--7,8,9,10-tetrahydro-6H-6,10-methanoazepino[4,5-g]quinoxaline (1/1)",O[C@H]([C@@H](O)C(O)=O)C(O)=O.C1C2CNCC1C1=CC3=NC=CN=C3C=C21,"InChI=1S/C13H13N3.C4H6O6/c1-2-16-13-5-11-9-3-8(6-14-7-9)10(11)4-12(13)15-1;5-1(3(7)8)2(6)4(9)10/h1-2,4-5,8-9,14H,3,6-7H2;1-2,5-6H,(H,7,8)(H,9,10)/t;1-,2-/m.1/s1",C17H19N3O6,361.354,361.1273853,19,-,33,-
DTXSID0049074,Vindesine sulfate salt,59917-39-4,COFJBSXICYYSKG-FJFFLIEUSA-N,"Sulfuric acid--methyl (5S,7S,9S)-9-[(2beta,3beta,4beta,5alpha,12beta,19alpha)-3-carbamoyl-3,4-dihydroxy-16-methoxy-1-methyl-6,7-didehydroaspidospermidin-15-yl]-5-ethyl-5-hydroxy-1,4,5,6,7,8,9,10-octahydro-2H-3,7-methanoazacycloundecino[5,4-b]indole-9-carboxylate (1/1)",OS(O)(=O)=O.CC[C@]1(O)C[C@H]2C[N@@](C1)CCC1=C(NC3=C1C=CC=C3)[C@@](C2)(C(=O)OC)C1=CC2=C(C=C1OC)N(C)[C@@H]1[C@]22CCN3CC=C[C@](CC)([C@@H]23)[C@@H](O)[C@]1(O)C(N)=O,"InChI=1S/C43H55N5O7.H2O4S/c1-6-39(52)21-25-22-42(38(51)55-5,33-27(13-17-47(23-25)24-39)26-11-8-9-12-30(26)45-33)29-19-28-31(20-32(29)54-4)46(3)35-41(28)15-18-48-16-10-14-40(7-2,34(41)48)36(49)43(35,53)37(44)50;1-5(2,3)4/h8-12,14,19-20,25,34-36,45,49,52-53H,6-7,13,15-18,21-24H2,1-5H3,(H2,44,50);(H2,1,2,3,4)/t25-,34+,35-,36-,39+,40-,41-,42+,43+;/m1./s1",C43H57N5O11S,852.01,851.3775288,18,1267,51,-
DTXSID0049076,Zaltoprofen,74711-43-6,MUXFZBHBYYYLTH-UHFFFAOYSA-N,"2-(10-Oxo-10,11-dihydrodibenzo[b,f]thiepin-2-yl)propanoic acid",CC(C(O)=O)C1=CC2=C(SC3=C(C=CC=C3)C(=O)C2)C=C1,"InChI=1/C17H14O3S/c1-10(17(19)20)11-6-7-15-12(8-11)9-14(18)13-4-2-3-5-16(13)21-15/h2-8,10H,9H2,1H3,(H,19,20)",C17H14O3S,298.36,298.0663655,23,108,91,2
DTXSID0049078,Sulindac sulfide,49627-27-2,LFWHFZJPXXOYNR-MFOYZWKCSA-N,[(1Z)-5-Fluoro-2-methyl-1-{[4-(methylsulfanyl)phenyl]methylidene}-1H-inden-3-yl]acetic acid,CSC1=CC=C(\C=C2\C(C)=C(CC(O)=O)C3=C2C=CC(F)=C3)C=C1,"InChI=1S/C20H17FO2S/c1-12-17(9-13-3-6-15(24-2)7-4-13)16-8-5-14(21)10-19(16)18(12)11-20(22)23/h3-10H,11H2,1-2H3,(H,22,23)/b17-9-",C20H17FO2S,340.41,340.0933291,22,174,49,2
DTXSID0049230,2-Chloroanthracene,17135-78-3,OWFINXQLBMJDJQ-UHFFFAOYSA-N,2-Chloroanthracene,ClC1=CC2=CC3=CC=CC=C3C=C2C=C1,InChI=1S/C14H9Cl/c15-14-6-5-12-7-10-3-1-2-4-11(10)8-13(12)9-14/h1-9H,C14H9Cl,212.68,212.039278,15,-,55,-
