	stitch_flat	stitch_stereo	UMLS_label	type	meddra	se_name	pubchem_cid	ukb	ae
46438	CID100002801	CID000002801	C0040034	PT	C0040034	Thrombocytopenia	2801	Thrombocytopenia, unspecified	1
46456	CID100002801	CID000002801	C0042024	PT	C0042024	Urinary incontinence	2801	Diagnoses - main ICD10: R32 Unspecified urinary incontinence	1
46465	CID100002801	CID000002801	C0042109	PT	C0042109	Urticaria	2801	Non-cancer illness code, self-reported: urticaria	1
46478	CID100002801	CID000002801	C0042571	PT	C0042571	Vertigo	2801	Diagnoses - main ICD10: R42 Dizziness and giddiness	1
46480	CID100002801	CID000002801	C0042594	PT	C0042594	Vestibular disorder	2801	Non-cancer illness code, self-reported: ear/vestibular disorder	1
46494	CID100002801	CID000002801	C0080274	PT	C0080274	Urinary retention	2801	Diagnoses - main ICD10: R33 Retention of urine	1
46512	CID100002801	CID000002801	C0085633	PT	C0085633	Mood swings	2801	Mood swings	1
46523	CID100002801	CID000002801	C0086132	PT	C0086132	Depressive symptom	2801	Non-cancer illness code, self-reported: depression	1
46529	CID100002801	CID000002801	C0149931	PT	C0149931	Migraine	2801	Non-cancer illness code, self-reported: migraine	1
46578	CID100002801	CID000002801	C0231528	PT	C0231528	Myalgia	2801	Myalgia	1
46615	CID100002801	CID000002801	C0235490	PT	C0235490	Peripheral ischaemia	2801	Non-cancer illness code, self-reported: peripheral vascular disease	1
46623	CID100002801	CID000002801	C0235901	PT	C0022904	Lacrimal disorder	2801	Disorders of lacrimal system	1
46637	CID100002801	CID000002801	C0264886	PT	C0264886	Conduction disorder	2801	Conduction disorders	1
46641	CID100002801	CID000002801	C0267792	PT	C0267792	Hepatobiliary disease	2801	Diseases of liver	1
46659	CID100002801	CID000002801	C0349231	PT	C0349231	Phobia	2801	Anxiety disorders	1
46668	CID100002801	CID000002801	C0409974	PT	C0024141	Systemic lupus erythematosus	2801	Systemic Lupus Erythematosus	1
46714	CID100002801	CID000002801	C0702166	PT	C0702166	Acne	2801	Non-cancer illness code, self-reported: acne/acne vulgaris	1
46733	CID100002801	CID000002801	C0878544	PT	C0878544	Cardiomyopathy	2801	Diagnoses - main ICD10: I42 Cardiomyopathy	1
46735	CID100002801	CID000002801	C0917801	PT	C0917801	Insomnia	2801	Non-cancer illness code, self-reported: insomnia	1
46739	CID100002801	CID000002801	C1305875	PT	C0178421	Fibroadenoma of breast	2801	Diagnoses - main ICD10: D24 Benign neoplasm of breast	1
46756	CID100002801	CID000002801	C2225524	PT	C2225524	Breast enlargement	2801	Diagnoses - main ICD10: N62 Hypertrophy of breast	1
46764	CID100002801	CID000002801	C2937358	PT	C2937358	Cerebral haemorrhage	2801	Diagnoses - main ICD10: I61 Intracerebral haemorrhage	1
46785	CID100002802	CID000002802	C0002622	PT	C0002622	Amnesia	2802	Memory loss	1
46789	CID100002802	CID000002802	C0002871	PT	C0002871	Anaemia	2802	Non-cancer illness code, self-reported: anaemia	1
46799	CID100002802	CID000002802	C0003862	PT	C0003862	Arthralgia	2802	Non-cancer illness code, self-reported: joint pain	1
46804	CID100002802	CID000002802	C0004604	PT	C0004604	Back pain	2802	Dorsalgia	1
46812	CID100002802	CID000002802	C0006277	PT	C0006277	Bronchitis	2802	Bronchitis	1
46814	CID100002802	CID000002802	C0006840	PT	C0006840	Candida infection	2802	Diagnoses - main ICD10: B37 Candidiasis	1
46818	CID100002802	CID000002802	C0007642	PT	C0007642	Cellulitis	2802	Diagnoses - main ICD10: L03 Cellulitis	1
46820	CID100002802	CID000002802	C0008031	PT	C0008031	Chest pain	2802	Chest pain or discomfort	1
46835	CID100002802	CID000002802	C0009806	PT	C0009806	Constipation	2802	Non-cancer illness code, self-reported: constipation	1
46837	CID100002802	CID000002802	C0010200	PT	C0010200	Cough	2802	Diagnoses - main ICD10: R05 Cough	1
46840	CID100002802	CID000002802	C0010692	PT	C0010692	Cystitis	2802	Diagnoses - main ICD10: N30 Cystitis	1
46846	CID100002802	CID000002802	C0011168	PT	C0011168	Dysphagia	2802	Diagnoses - main ICD10: R13 Dysphagia	1
46852	CID100002802	CID000002802	C0011570	PT	C0011570	Depression	2802	Non-cancer illness code, self-reported: depression	1
46864	CID100002802	CID000002802	C0013146	PT	C0013146	Drug abuse	2802	Substance abuse	1
46866	CID100002802	CID000002802	C0013362	PT	C0029408	Osteoarthritis	2802	Non-cancer illness code, self-reported: osteoarthritis	1
46871	CID100002802	CID000002802	C0013395	PT	C0013395	Dyspepsia	2802	Diagnoses - main ICD10: K30 Dyspepsia	1
46875	CID100002802	CID000002802	C0013428	PT	C0013428	Dysuria	2802	Diagnoses - main ICD10: R30 Pain associated with micturition	1
46883	CID100002802	CID000002802	C0014394	PT	C0014394	Enuresis	2802	Diagnoses - main ICD10: R32 Unspecified urinary incontinence	1
46889	CID100002802	CID000002802	C0015230	PT	C0015230	Rash	2802	Diagnoses - main ICD10: R21 Rash and other nonspecific skin eruption	1
46904	CID100002802	CID000002802	C0016658	PT	C0016658	Fracture	2802	Non-cancer illness code, self-reported: bone disorder	1
46908	CID100002802	CID000002802	C0017178	PT	C0017178	Gastrointestinal disorder	2802	Non-cancer illness code, self-reported: stomach disorder	1
46910	CID100002802	CID000002802	C0018099	PT	C0018099	Gout	2802	Non-cancer illness code, self-reported: gout	1
46912	CID100002802	CID000002802	C0018418	PT	C0018418	Gynaecomastia	2802	Diagnoses - main ICD10: N62 Hypertrophy of breast	1
46916	CID100002802	CID000002802	C0018681	PT	C0018681	Headache	2802	Diagnoses - main ICD10: R51 Headache	1
46922	CID100002802	CID000002802	C0018801	PT	C0018801	Cardiac failure	2802	Heart failure	1
46931	CID100002802	CID000002802	C0019112	PT	C0019112	Haemorrhoids	2802	Diagnoses - main ICD10: I84 Haemorrhoids	1
46951	CID100002802	CID000002802	C0020649	PT	C0020649	Hypotension	2802	Diagnoses - main ICD10: I95 Hypotension	1
46970	CID100002802	CID000002802	C0022107	PT	C0022107	Irritability	2802	Irritability	1
46991	CID100002802	CID000002802	C0026946	PT	C0026946	Fungal infection	2802	Mycoses	1
46995	CID100002802	CID000002802	C0027765	PT	C0027765	Nervous system disorder	2802	Diseases of the nervous system	1
47008	CID100002802	CID000002802	C0030193	PT	C0030193	Pain	2802	Diagnoses - main ICD10: R52 Pain, not elsewhere classified	1
47016	CID100002802	CID000002802	C0031117	PT	C0031117	Neuropathy peripheral	2802	Non-cancer illness code, self-reported: peripheral neuropathy	1
47020	CID100002802	CID000002802	C0032231	PT	C0032231	Pleurisy	2802	Non-cancer illness code, self-reported: pleurisy	1
47022	CID100002802	CID000002802	C0032285	PT	C0032285	Pneumonia	2802	Non-cancer illness code, self-reported: pneumonia	1
47024	CID100002802	CID000002802	C0032617	PT	C0032617	Polyuria	2802	Diagnoses - main ICD10: R35 Polyuria	1
47027	CID100002802	CID000002802	C0033774	PT	C0033774	Pruritus	2802	Diagnoses - main ICD10: L29 Pruritus	1
47041	CID100002802	CID000002802	C0037199	PT	C0037199	Sinusitis	2802	Diagnoses - main ICD10: J32 Chronic sinusitis	1
47045	CID100002802	CID000002802	C0037317	PT	C0851578	Sleep disorder	2802	Diagnoses - main ICD10: G47 Sleep disorders	1
47059	CID100002802	CID000002802	C0040034	PT	C0040034	Thrombocytopenia	2802	Thrombocytopenia, unspecified	1
47071	CID100002802	CID000002802	C0042024	PT	C0042024	Urinary incontinence	2802	Diagnoses - main ICD10: R32 Unspecified urinary incontinence	1
47078	CID100002802	CID000002802	C0042109	PT	C0042109	Urticaria	2802	Non-cancer illness code, self-reported: urticaria	1
47083	CID100002802	CID000002802	C0042571	PT	C0042571	Vertigo	2802	Diagnoses - main ICD10: R42 Dizziness and giddiness	1
47085	CID100002802	CID000002802	C0042769	PT	C0042769	Viral infection	2802	Diagnoses - main ICD10: B34 Viral infection of unspecified site	1
47097	CID100002802	CID000002802	C0043349	PT	C0043349	Xerophthalmia	2802	Non-cancer illness code, self-reported: dry eyes	1
47103	CID100002802	CID000002802	C0080274	PT	C0080274	Urinary retention	2802	Diagnoses - main ICD10: R33 Retention of urine	1
47112	CID100002802	CID000002802	C0085633	PT	C0085633	Mood swings	2802	Mood swings	1
47115	CID100002802	CID000002802	C0086132	PT	C0086132	Depressive symptom	2802	Non-cancer illness code, self-reported: depression	1
47119	CID100002802	CID000002802	C0149931	PT	C0149931	Migraine	2802	Non-cancer illness code, self-reported: migraine	1
47126	CID100002802	CID000002802	C0151610	PT	C0040409	Tongue disorder	2802	Diagnoses - main ICD10: K14 Diseases of tongue	1
47145	CID100002802	CID000002802	C0231528	PT	C0231528	Myalgia	2802	Myalgia	1
47172	CID100002802	CID000002802	C0233795	PT	C0233795	Anterograde amnesia	2802	Memory loss	1
47200	CID100002802	CID000002802	C0235439	PT	C0152031	Joint swelling	2802	Non-cancer illness code, self-reported: joint pain	1
47236	CID100002802	CID000002802	C0347950	PT	C0004096	Asthma	2802	Non-cancer illness code, self-reported: asthma	1
47275	CID100002802	CID000002802	C0917801	PT	C0917801	Insomnia	2802	Non-cancer illness code, self-reported: insomnia	1
47303	CID100002803	CID000002803	C0003811	PT	C0003811	Arrhythmia	2803	Non-cancer illness code, self-reported: heart arrhythmia	1
47305	CID100002803	CID000002803	C0003862	PT	C0003862	Arthralgia	2803	Non-cancer illness code, self-reported: joint pain	1
47310	CID100002803	CID000002803	C0004096	PT	C0004096	Asthma	2803	Non-cancer illness code, self-reported: asthma	1
47312	CID100002803	CID000002803	C0004245	PT	C0004245	Atrioventricular block	2803	AV-block	1
47318	CID100002803	CID000002803	C0008031	PT	C0008031	Chest pain	2803	Chest pain or discomfort	1
47327	CID100002803	CID000002803	C0009806	PT	C0009806	Constipation	2803	Non-cancer illness code, self-reported: constipation	1
47329	CID100002803	CID000002803	C0010200	PT	C0010200	Cough	2803	Diagnoses - main ICD10: R05 Cough	1
47336	CID100002803	CID000002803	C0011334	PT	C0011334	Dental caries	2803	Diagnoses - main ICD10: K02 Dental caries	1
47338	CID100002803	CID000002803	C0011570	PT	C0011570	Depression	2803	Non-cancer illness code, self-reported: depression	1
47356	CID100002803	CID000002803	C0014394	PT	C0014394	Enuresis	2803	Diagnoses - main ICD10: R32 Unspecified urinary incontinence	1
47360	CID100002803	CID000002803	C0015230	PT	C0015230	Rash	2803	Diagnoses - main ICD10: R21 Rash and other nonspecific skin eruption	1
47374	CID100002803	CID000002803	C0017178	PT	C0017178	Gastrointestinal disorder	2803	Non-cancer illness code, self-reported: stomach disorder	1
47376	CID100002803	CID000002803	C0018418	PT	C0018418	Gynaecomastia	2803	Diagnoses - main ICD10: N62 Hypertrophy of breast	1
47380	CID100002803	CID000002803	C0018681	PT	C0018681	Headache	2803	Diagnoses - main ICD10: R51 Headache	1
47384	CID100002803	CID000002803	C0018802	PT	C0018802	Cardiac failure congestive	2803	Heart failure	1
47386	CID100002803	CID000002803	C0019158	PT	C0019158	Hepatitis	2803	Non-cancer illness code, self-reported: hepatitis	1
47392	CID100002803	CID000002803	C0020649	PT	C0020649	Hypotension	2803	Diagnoses - main ICD10: I95 Hypotension	1
47396	CID100002803	CID000002803	C0022107	PT	C0022107	Irritability	2803	Irritability	1
47406	CID100002803	CID000002803	C0025289	PT	C0025289	Meningitis	2803	Non-cancer illness code, self-reported: meningitis	1
47416	CID100002803	CID000002803	C0027765	PT	C0027765	Nervous system disorder	2803	Diseases of the nervous system	1
47425	CID100002803	CID000002803	C0030196	PT	C0030196	Pain in extremity	2803	Pain in limb	1
47427	CID100002803	CID000002803	C0030200	PT	C0030193	Pain	2803	Diagnoses - main ICD10: R52 Pain, not elsewhere classified	1
47437	CID100002803	CID000002803	C0033774	PT	C0033774	Pruritus	2803	Diagnoses - main ICD10: L29 Pruritus	1
47445	CID100002803	CID000002803	C0037317	PT	C0851578	Sleep disorder	2803	Diagnoses - main ICD10: G47 Sleep disorders	1
47451	CID100002803	CID000002803	C0038454	PT	C0038454	Cerebrovascular accident	2803	STROKE	1
47460	CID100002803	CID000002803	C0039070	PT	C0039070	Syncope	2803	Diagnoses - main ICD10: R55 Syncope and collapse	1
47466	CID100002803	CID000002803	C0040034	PT	C0040034	Thrombocytopenia	2803	Thrombocytopenia, unspecified	1
47480	CID100002803	CID000002803	C0042109	PT	C0042109	Urticaria	2803	Non-cancer illness code, self-reported: urticaria	1
47492	CID100002803	CID000002803	C0080274	PT	C0080274	Urinary retention	2803	Diagnoses - main ICD10: R33 Retention of urine	1
47498	CID100002803	CID000002803	C0149725	PT	C0149725	Lower respiratory tract infection	2803	Non-cancer illness code, self-reported: pneumonia	1
47537	CID100002803	CID000002803	C0241705	PT	C0013428	Dysuria	2803	Diagnoses - main ICD10: R30 Pain associated with micturition	1
47547	CID100002803	CID000002803	C0314719	PT	C0314719	Dry eye	2803	Non-cancer illness code, self-reported: dry eyes	1
47602	CID100002803	CID000002803	C0917801	PT	C0917801	Insomnia	2803	Non-cancer illness code, self-reported: insomnia	1
47608	CID100002803	CID000002803	C1258215	PT	C1258215	Ileus	2803	Non-cancer illness code, self-reported: constipation	1
47617	CID100002803	CID000002803	C2225524	PT	C2225524	Breast enlargement	2803	Diagnoses - main ICD10: N62 Hypertrophy of breast	1
47632	CID100002806	CID000060606	C0001824	PT	C0001824	Agranulocytosis	2806	Diagnoses - main ICD10: D70 Agranulocytosis	1
47636	CID100002806	CID000060606	C0002871	PT	C0002871	Anaemia	2806	Non-cancer illness code, self-reported: anaemia	1
47640	CID100002806	CID000060606	C0002884	PT	C0002884	Hypochromic anaemia	2806	Diagnoses - main ICD10: D50 Iron deficiency anaemia	1
47642	CID100002806	CID000060606	C0002962	PT	C0002962	Angina pectoris	2806	Non-cancer illness code, self-reported: angina	1
47648	CID100002806	CID000060606	C0003862	PT	C0003862	Arthralgia	2806	Non-cancer illness code, self-reported: joint pain	1
47651	CID100002806	CID000060606	C0003864	PT	C0003864	Arthritis	2806	Non-cancer illness code, self-reported: arthritis (nos)	1
47655	CID100002806	CID000060606	C0004096	PT	C0004096	Asthma	2806	Non-cancer illness code, self-reported: asthma	1
47657	CID100002806	CID000060606	C0004604	PT	C0004604	Back pain	2806	Dorsalgia	1
47665	CID100002806	CID000060606	C0005940	PT	C0005940	Bone disorder	2806	Non-cancer illness code, self-reported: bone disorder	1
47669	CID100002806	CID000060606	C0006277	PT	C0006277	Bronchitis	2806	Bronchitis	1
47673	CID100002806	CID000060606	C0008031	PT	C0008031	Chest pain	2806	Chest pain or discomfort	1
47684	CID100002806	CID000060606	C0009806	PT	C0009806	Constipation	2806	Non-cancer illness code, self-reported: constipation	1
47688	CID100002806	CID000060606	C0010200	PT	C0010200	Cough	2806	Diagnoses - main ICD10: R05 Cough	1
47691	CID100002806	CID000060606	C0010692	PT	C0010692	Cystitis	2806	Diagnoses - main ICD10: N30 Cystitis	1
47694	CID100002806	CID000060606	C0011570	PT	C0011570	Depression	2806	Non-cancer illness code, self-reported: depression	1
47702	CID100002806	CID000060606	C0013295	PT	C0013295	Duodenal ulcer	2806	Non-cancer illness code, self-reported: duodenal ulcer	1
47704	CID100002806	CID000060606	C0013395	PT	C0013395	Dyspepsia	2806	Diagnoses - main ICD10: K30 Dyspepsia	1
47710	CID100002806	CID000060606	C0013595	PT	C0013595	Eczema	2806	Eczema	1
47722	CID100002806	CID000060606	C0014868	PT	C0014868	Oesophagitis	2806	Diagnoses - main ICD10: K20 Oesophagitis	1
47724	CID100002806	CID000060606	C0015230	PT	C0015230	Rash	2806	Diagnoses - main ICD10: R21 Rash and other nonspecific skin eruption	1
47744	CID100002806	CID000060606	C0017178	PT	C0017178	Gastrointestinal disorder	2806	Non-cancer illness code, self-reported: stomach disorder	1
47746	CID100002806	CID000060606	C0017181	PT	C0017181	Gastrointestinal haemorrhage	2806	GI-bleeding	1
47748	CID100002806	CID000060606	C0017658	PT	C0017658	Glomerulonephritis	2806	Glomerulonephritis	1
47750	CID100002806	CID000060606	C0018099	PT	C0018099	Gout	2806	Non-cancer illness code, self-reported: gout	1
47754	CID100002806	CID000060606	C0018681	PT	C0018681	Headache	2806	Diagnoses - main ICD10: R51 Headache	1
47756	CID100002806	CID000060606	C0018801	PT	C0018801	Cardiac failure	2806	Heart failure	1
47764	CID100002806	CID000060606	C0018965	PT	C0018965	Haematuria	2806	Diagnoses - main ICD10: R31 Unspecified haematuria	1
47779	CID100002806	CID000060606	C0019158	PT	C0019158	Hepatitis	2806	Non-cancer illness code, self-reported: hepatitis	1
47783	CID100002806	CID000060606	C0019270	PT	C0019270	Hernia	2806	Hernia	1
47787	CID100002806	CID000060606	C0020443	PT	C0020443	Hypercholesterolaemia	2806	Non-cancer illness code, self-reported: high cholesterol	1
47791	CID100002806	CID000060606	C0020538	PT	C0020538	Hypertension	2806	Non-cancer illness code, self-reported: hypertension	1
47797	CID100002806	CID000060606	C0020649	PT	C0020649	Hypotension	2806	Diagnoses - main ICD10: I95 Hypotension	1
47805	CID100002806	CID000060606	C0022408	PT	C0029408	Osteoarthritis	2806	Non-cancer illness code, self-reported: osteoarthritis	1
47806	CID100002806	CID000060606	C0022408	PT	C0022408	Arthropathy	2806	#Arthrosis	1
47808	CID100002806	CID000060606	C0022660	PT	C0022660	Renal failure acute	2806	Diagnoses - main ICD10: N17 Acute renal failure	1
47816	CID100002806	CID000060606	C0023646	PT	C0023646	Lichen planus	2806	Diagnoses - main ICD10: L43 Lichen planus	1
47827	CID100002806	CID000060606	C0027765	PT	C0027765	Nervous system disorder	2806	Diseases of the nervous system	1
47831	CID100002806	CID000060606	C0027947	PT	C0027947	Neutropenia	2806	Diagnoses - main ICD10: D70 Agranulocytosis	1
47833	CID100002806	CID000060606	C0030193	PT	C0030193	Pain	2806	Diagnoses - main ICD10: R52 Pain, not elsewhere classified	1
47837	CID100002806	CID000060606	C0030305	PT	C0030305	Pancreatitis	2806	Non-cancer illness code, self-reported: pancreatitis	1
47843	CID100002806	CID000060606	C0030920	PT	C0030920	Peptic ulcer	2806	Gastroduodenal ulcer	1
47845	CID100002806	CID000060606	C0031117	PT	C0031117	Neuropathy peripheral	2806	Non-cancer illness code, self-reported: peripheral neuropathy	1
47847	CID100002806	CID000060606	C0032285	PT	C0032285	Pneumonia	2806	Non-cancer illness code, self-reported: pneumonia	1
47849	CID100002806	CID000060606	C0033774	PT	C0033774	Pruritus	2806	Diagnoses - main ICD10: L29 Pruritus	1
47851	CID100002806	CID000060606	C0034065	PT	C0034065	Pulmonary embolism	2806	Diagnoses - main ICD10: I26 Pulmonary embolism	1
47868	CID100002806	CID000060606	C0037199	PT	C0037199	Sinusitis	2806	Diagnoses - main ICD10: J32 Chronic sinusitis	1
47877	CID100002806	CID000060606	C0038358	PT	C0038358	Gastric ulcer	2806	Diagnoses - main ICD10: K25 Gastric ulcer	1
47884	CID100002806	CID000060606	C0039070	PT	C0039070	Syncope	2806	Diagnoses - main ICD10: R55 Syncope and collapse	1
47898	CID100002806	CID000060606	C0042109	PT	C0042109	Urticaria	2806	Non-cancer illness code, self-reported: urticaria	1
